join_year,rating_year,year_diff,user_retention,first_year_cohort_size,percentual_retention,rating_number,first_year_rating_number,percentual_rating_number,rating_per_user,average_rating
1996,1996,0,11636,11636,100.00,23023,23023,100.00,1,3.5110975980541198
1996,1997,1,405,11636,3.48,756,23023,3.28,1,3.6494708994708995
1997,1997,0,4225,4225,100.00,9407,9407,100.00,2,3.6175188689273945
1997,1998,1,74,4225,1.75,208,9407,2.21,2,3.2884615384615385
1997,1999,2,34,4225,0.80,85,9407,0.90,2,3.5529411764705882
1997,2000,3,33,4225,0.78,89,9407,0.95,2,3.4831460674157303
1997,2001,4,18,4225,0.43,54,9407,0.57,3,3.4259259259259259
1997,2002,5,19,4225,0.45,33,9407,0.35,1,3.2424242424242424
1997,2003,6,18,4225,0.43,67,9407,0.71,3,3.4328358208955224
1997,2004,7,21,4225,0.50,46,9407,0.49,2,3.2282608695652174
1997,2005,8,11,4225,0.26,29,9407,0.31,2,3.3448275862068966
1997,2006,9,11,4225,0.26,20,9407,0.21,1,3.3750000000000000
1997,2007,10,7,4225,0.17,8,9407,0.09,1,3.6875000000000000
1997,2008,11,7,4225,0.17,32,9407,0.34,4,3.0625000000000000
1998,1998,0,1153,1153,100.00,3811,3811,100.00,3,3.5397533455785883
1998,1999,1,57,1153,4.94,153,3811,4.01,2,3.3594771241830065
1998,2000,2,42,1153,3.64,133,3811,3.49,3,3.3383458646616541
1998,2001,3,41,1153,3.56,98,3811,2.57,2,3.5918367346938776
1998,2002,4,26,1153,2.25,55,3811,1.44,2,3.2000000000000000
1998,2003,5,26,1153,2.25,63,3811,1.65,2,3.6904761904761905
1998,2004,6,28,1153,2.43,73,3811,1.92,2,3.3767123287671233
1998,2005,7,21,1153,1.82,32,3811,0.84,1,3.5625000000000000
1998,2006,8,19,1153,1.65,35,3811,0.92,1,3.5714285714285714
1998,2007,9,11,1153,0.95,25,3811,0.66,2,2.9800000000000000
1998,2008,10,10,1153,0.87,15,3811,0.39,1,3.4333333333333333
1999,1999,0,4078,4078,100.00,14599,14599,100.00,3,3.5230495239399959
1999,2000,1,603,4078,14.79,1595,14599,10.93,2,3.4188087774294671
1999,2001,2,308,4078,7.55,656,14599,4.49,2,3.4237804878048780
1999,2002,3,228,4078,5.59,463,14599,3.17,2,3.3585313174946004
1999,2003,4,232,4078,5.69,550,14599,3.77,2,3.4263636363636364
1999,2004,5,209,4078,5.13,572,14599,3.92,2,3.5174825174825175
1999,2005,6,139,4078,3.41,290,14599,1.99,2,3.5206896551724138
1999,2006,7,90,4078,2.21,178,14599,1.22,1,3.2893258426966292
1999,2007,8,69,4078,1.69,163,14599,1.12,2,3.4785276073619632
1999,2008,9,52,4078,1.28,109,14599,0.75,2,3.3211009174311927
2000,2000,0,5806,5806,100.00,22737,22737,100.00,3,3.5717113075603642
2000,2001,1,588,5806,10.13,1355,22737,5.96,2,3.4560885608856089
2000,2002,2,333,5806,5.74,673,22737,2.96,2,3.4264487369985141
2000,2003,3,303,5806,5.22,760,22737,3.34,2,3.4480263157894737
2000,2004,4,253,5806,4.36,702,22737,3.09,2,3.4764957264957265
2000,2005,5,192,5806,3.31,422,22737,1.86,2,3.6018957345971564
2000,2006,6,138,5806,2.38,268,22737,1.18,1,3.4477611940298507
2000,2007,7,99,5806,1.71,212,22737,0.93,2,3.3561320754716981
2000,2008,8,98,5806,1.69,194,22737,0.85,1,3.4716494845360825
2001,2001,0,3331,3331,100.00,12516,12516,100.00,3,3.5744646852029402
2001,2002,1,321,3331,9.64,763,12516,6.10,2,3.4089121887287025
2001,2003,2,238,3331,7.15,639,12516,5.11,2,3.5305164319248826
2001,2004,3,204,3331,6.12,578,12516,4.62,2,3.4861591695501730
2001,2005,4,151,3331,4.53,351,12516,2.80,2,3.6039886039886040
2001,2006,5,99,3331,2.97,207,12516,1.65,2,3.3937198067632850
2001,2007,6,69,3331,2.07,141,12516,1.13,2,3.4219858156028369
2001,2008,7,65,3331,1.95,129,12516,1.03,1,3.4302325581395349
2002,2002,0,2222,2222,100.00,9075,9075,100.00,4,3.4987327823691460
2002,2003,1,287,2222,12.92,806,9075,8.88,2,3.5390818858560794
2002,2004,2,210,2222,9.45,676,9075,7.45,3,3.3831360946745562
2002,2005,3,146,2222,6.57,335,9075,3.69,2,3.4522388059701493
2002,2006,4,96,2222,4.32,224,9075,2.47,2,3.4017857142857143
2002,2007,5,68,2222,3.06,150,9075,1.65,2,3.4033333333333333
2002,2008,6,56,2222,2.52,125,9075,1.38,2,3.3000000000000000
2003,2003,0,2605,2605,100.00,10467,10467,100.00,4,3.5164325976879717
2003,2004,1,437,2605,16.78,1530,10467,14.62,3,3.4320261437908497
2003,2005,2,248,2605,9.52,670,10467,6.40,2,3.4492537313432836
2003,2006,3,160,2605,6.14,394,10467,3.76,2,3.3299492385786802
2003,2007,4,114,2605,4.38,243,10467,2.32,2,3.4135802469135802
2003,2008,5,85,2605,3.26,196,10467,1.87,2,3.2806122448979592
2004,2004,0,2755,2755,100.00,12583,12583,100.00,4,3.4173885400937773
2004,2005,1,391,2755,14.19,1087,12583,8.64,2,3.4231830726770929
2004,2006,2,208,2755,7.55,502,12583,3.99,2,3.3974103585657371
2004,2007,3,153,2755,5.55,368,12583,2.92,2,3.4823369565217391
2004,2008,4,91,2755,3.30,197,12583,1.57,2,3.4162436548223350
2005,2005,0,4747,4747,100.00,23539,23539,100.00,4,3.4215132333574069
2005,2006,1,502,4747,10.58,1301,23539,5.53,2,3.3428132205995388
2005,2007,2,302,4747,6.36,720,23539,3.06,2,3.2701388888888889
2005,2008,3,214,4747,4.51,496,23539,2.11,2,3.2772177419354839
2006,2006,0,3137,3137,100.00,14372,14372,100.00,4,3.4592610631784024
2006,2007,1,360,3137,11.48,1008,14372,7.01,2,3.2688492063492063
2006,2008,2,216,3137,6.89,526,14372,3.66,2,3.2880228136882129
2007,2007,0,2726,2726,100.00,13321,13321,100.00,4,3.4535695518354478
2007,2008,1,348,2726,12.77,1089,13321,8.18,3,3.3622589531680441
2008,2008,0,3375,3375,100.00,15672,15672,100.00,4,3.5283945890760592
